ROS Processes Log
iteration: 1287 ; CPU: 71.22% ; MEM: 8703.11 MB
iteration: 1288 ; CPU: 71.31% ; MEM: 8703.32 MB
iteration: 1289 ; CPU: 71.35% ; MEM: 8703.39 MB
iteration: 1290 ; CPU: 71.07% ; MEM: 8703.39 MB
iteration: 1291 ; CPU: 71.16% ; MEM: 8703.39 MB
iteration: 1292 ; CPU: 71.21% ; MEM: 8703.39 MB
iteration: 1293 ; CPU: 71.29% ; MEM: 8703.39 MB
iteration: 1294 ; CPU: 71.34% ; MEM: 8703.39 MB
iteration: 1295 ; CPU: 71.05% ; MEM: 8703.39 MB
iteration: 1296 ; CPU: 71.10% ; MEM: 8703.39 MB
iteration: 1297 ; CPU: 71.18% ; MEM: 8703.39 MB
iteration: 1298 ; CPU: 71.22% ; MEM: 8703.39 MB
iteration: 1299 ; CPU: 71.29% ; MEM: 8703.39 MB
iteration: 1300 ; CPU: 71.36% ; MEM: 8703.39 MB
iteration: 1301 ; CPU: 71.09% ; MEM: 8703.39 MB
iteration: 1302 ; CPU: 71.17% ; MEM: 8703.39 MB
iteration: 1303 ; CPU: 71.21% ; MEM: 8703.39 MB
iteration: 1304 ; CPU: 71.28% ; MEM: 8703.45 MB
iteration: 1305 ; CPU: 71.33% ; MEM: 8703.45 MB
iteration: 1306 ; CPU: 71.08% ; MEM: 8703.45 MB
iteration: 1307 ; CPU: 71.16% ; MEM: 8703.45 MB
iteration: 1308 ; CPU: 71.20% ; MEM: 8703.45 MB
iteration: 1309 ; CPU: 71.28% ; MEM: 8703.45 MB
iteration: 1310 ; CPU: 71.31% ; MEM: 8703.45 MB
iteration: 1311 ; CPU: 71.37% ; MEM: 8703.45 MB
iteration: 1312 ; CPU: 71.15% ; MEM: 8703.45 MB
iteration: 1313 ; CPU: 71.19% ; MEM: 8703.45 MB
iteration: 1314 ; CPU: 71.27% ; MEM: 8703.45 MB
iteration: 1315 ; CPU: 71.33% ; MEM: 8703.45 MB
iteration: 1316 ; CPU: 71.37% ; MEM: 8703.45 MB
iteration: 1317 ; CPU: 71.15% ; MEM: 8703.45 MB
iteration: 1318 ; CPU: 71.18% ; MEM: 8703.45 MB
iteration: 1319 ; CPU: 71.26% ; MEM: 8703.45 MB
iteration: 1320 ; CPU: 71.31% ; MEM: 8703.45 MB
iteration: 1321 ; CPU: 71.36% ; MEM: 8703.51 MB
iteration: 1322 ; CPU: 71.10% ; MEM: 8703.51 MB
iteration: 1323 ; CPU: 71.18% ; MEM: 8703.51 MB
iteration: 1324 ; CPU: 71.25% ; MEM: 8703.51 MB
iteration: 1325 ; CPU: 71.29% ; MEM: 8703.51 MB
iteration: 1326 ; CPU: 71.35% ; MEM: 8703.51 MB
iteration: 1327 ; CPU: 71.40% ; MEM: 8703.51 MB
iteration: 1328 ; CPU: 71.17% ; MEM: 8703.51 MB
iteration: 1329 ; CPU: 71.24% ; MEM: 8703.51 MB
iteration: 1330 ; CPU: 71.27% ; MEM: 8703.51 MB
iteration: 1331 ; CPU: 71.32% ; MEM: 8703.51 MB
iteration: 1332 ; CPU: 71.39% ; MEM: 8703.51 MB
iteration: 1333 ; CPU: 71.15% ; MEM: 8703.51 MB
iteration: 1334 ; CPU: 71.24% ; MEM: 8703.51 MB
iteration: 1335 ; CPU: 71.28% ; MEM: 8703.51 MB
iteration: 1336 ; CPU: 71.33% ; MEM: 8703.51 MB
iteration: 1337 ; CPU: 71.40% ; MEM: 8703.51 MB
iteration: 1338 ; CPU: 71.15% ; MEM: 8703.51 MB
iteration: 1339 ; CPU: 71.22% ; MEM: 8703.51 MB
iteration: 1340 ; CPU: 71.28% ; MEM: 8703.48 MB
iteration: 1341 ; CPU: 71.33% ; MEM: 8703.49 MB
iteration: 1342 ; CPU: 71.37% ; MEM: 8703.49 MB
iteration: 1343 ; CPU: 71.43% ; MEM: 8703.51 MB
iteration: 1344 ; CPU: 71.23% ; MEM: 8703.60 MB
iteration: 1345 ; CPU: 71.25% ; MEM: 8703.60 MB
iteration: 1346 ; CPU: 71.30% ; MEM: 8703.70 MB
iteration: 1347 ; CPU: 71.36% ; MEM: 8703.70 MB
iteration: 1348 ; CPU: 71.41% ; MEM: 8703.70 MB
iteration: 1349 ; CPU: 71.18% ; MEM: 8704.12 MB
iteration: 1350 ; CPU: 71.25% ; MEM: 8704.12 MB
iteration: 1351 ; CPU: 71.29% ; MEM: 8704.12 MB
iteration: 1352 ; CPU: 71.34% ; MEM: 8704.12 MB
iteration: 1353 ; CPU: 71.41% ; MEM: 8704.12 MB
iteration: 1354 ; CPU: 71.46% ; MEM: 8704.12 MB
iteration: 1355 ; CPU: 71.24% ; MEM: 8704.12 MB
iteration: 1356 ; CPU: 71.28% ; MEM: 8704.12 MB
iteration: 1357 ; CPU: 71.34% ; MEM: 8704.12 MB
iteration: 1358 ; CPU: 71.39% ; MEM: 8704.12 MB
iteration: 1359 ; CPU: 71.48% ; MEM: 8704.12 MB
iteration: 1360 ; CPU: 71.25% ; MEM: 8704.12 MB
iteration: 1361 ; CPU: 71.28% ; MEM: 8704.12 MB
iteration: 1362 ; CPU: 71.32% ; MEM: 8704.12 MB
iteration: 1363 ; CPU: 71.36% ; MEM: 8704.12 MB
iteration: 1364 ; CPU: 71.42% ; MEM: 8704.12 MB
iteration: 1365 ; CPU: 71.23% ; MEM: 8704.12 MB
iteration: 1366 ; CPU: 71.28% ; MEM: 8704.12 MB
iteration: 1367 ; CPU: 71.31% ; MEM: 8704.12 MB
iteration: 1368 ; CPU: 71.36% ; MEM: 8704.12 MB
iteration: 1369 ; CPU: 71.41% ; MEM: 8704.24 MB
iteration: 1370 ; CPU: 71.48% ; MEM: 8704.24 MB
iteration: 1371 ; CPU: 71.24% ; MEM: 8704.24 MB
iteration: 1372 ; CPU: 71.30% ; MEM: 8704.24 MB
iteration: 1373 ; CPU: 71.34% ; MEM: 8704.24 MB
iteration: 1374 ; CPU: 71.39% ; MEM: 8704.24 MB
iteration: 1375 ; CPU: 71.43% ; MEM: 8704.23 MB
iteration: 1376 ; CPU: 71.50% ; MEM: 8704.23 MB
iteration: 1377 ; CPU: 71.26% ; MEM: 8704.23 MB
iteration: 1378 ; CPU: 71.31% ; MEM: 8704.23 MB
iteration: 1379 ; CPU: 71.35% ; MEM: 8704.23 MB
iteration: 1380 ; CPU: 71.40% ; MEM: 8704.22 MB
iteration: 1381 ; CPU: 71.48% ; MEM: 8704.22 MB
iteration: 1382 ; CPU: 71.25% ; MEM: 8704.22 MB
iteration: 1383 ; CPU: 71.29% ; MEM: 8704.22 MB
iteration: 1384 ; CPU: 71.33% ; MEM: 8704.22 MB
iteration: 1385 ; CPU: 71.37% ; MEM: 8704.22 MB
iteration: 1386 ; CPU: 71.42% ; MEM: 8704.22 MB
iteration: 1387 ; CPU: 71.49% ; MEM: 8704.22 MB
iteration: 1388 ; CPU: 71.25% ; MEM: 8704.22 MB
iteration: 1389 ; CPU: 71.29% ; MEM: 8704.22 MB
iteration: 1390 ; CPU: 71.33% ; MEM: 8704.42 MB
iteration: 1391 ; CPU: 71.37% ; MEM: 8704.42 MB
iteration: 1392 ; CPU: 71.45% ; MEM: 8704.42 MB
iteration: 1393 ; CPU: 71.21% ; MEM: 8704.42 MB
iteration: 1394 ; CPU: 71.25% ; MEM: 8704.42 MB
iteration: 1395 ; CPU: 71.29% ; MEM: 8704.42 MB
iteration: 1396 ; CPU: 71.35% ; MEM: 8704.42 MB
iteration: 1397 ; CPU: 71.40% ; MEM: 8704.42 MB
iteration: 1398 ; CPU: 71.47% ; MEM: 8704.42 MB
iteration: 1399 ; CPU: 71.22% ; MEM: 8704.42 MB
iteration: 1400 ; CPU: 71.28% ; MEM: 8704.42 MB
iteration: 1401 ; CPU: 71.30% ; MEM: 8704.42 MB
iteration: 1402 ; CPU: 71.35% ; MEM: 8704.42 MB
iteration: 1403 ; CPU: 71.39% ; MEM: 8704.42 MB
iteration: 1404 ; CPU: 71.46% ; MEM: 8704.42 MB
iteration: 1405 ; CPU: 71.23% ; MEM: 8704.42 MB
iteration: 1406 ; CPU: 71.26% ; MEM: 8704.42 MB
iteration: 1407 ; CPU: 71.31% ; MEM: 8704.42 MB
iteration: 1408 ; CPU: 71.35% ; MEM: 8704.41 MB
iteration: 1409 ; CPU: 71.39% ; MEM: 8704.41 MB
iteration: 1410 ; CPU: 71.45% ; MEM: 8704.41 MB
iteration: 1411 ; CPU: 71.23% ; MEM: 8704.41 MB
iteration: 1412 ; CPU: 71.26% ; MEM: 8704.41 MB
iteration: 1413 ; CPU: 71.31% ; MEM: 8704.41 MB
iteration: 1414 ; CPU: 71.35% ; MEM: 8704.69 MB
iteration: 1415 ; CPU: 71.42% ; MEM: 8704.69 MB
iteration: 1416 ; CPU: 71.20% ; MEM: 8704.69 MB
iteration: 1417 ; CPU: 71.24% ; MEM: 8704.69 MB
iteration: 1418 ; CPU: 71.28% ; MEM: 8704.69 MB
iteration: 1419 ; CPU: 71.32% ; MEM: 8704.69 MB
iteration: 1420 ; CPU: 71.35% ; MEM: 8704.69 MB
iteration: 1421 ; CPU: 71.43% ; MEM: 8704.76 MB
iteration: 1422 ; CPU: 71.21% ; MEM: 8704.76 MB
iteration: 1423 ; CPU: 71.25% ; MEM: 8704.76 MB
iteration: 1424 ; CPU: 71.28% ; MEM: 8704.76 MB
iteration: 1425 ; CPU: 71.33% ; MEM: 8704.76 MB
iteration: 1426 ; CPU: 71.38% ; MEM: 8704.76 MB
iteration: 1427 ; CPU: 71.43% ; MEM: 8704.76 MB
iteration: 1428 ; CPU: 71.20% ; MEM: 8704.76 MB
iteration: 1429 ; CPU: 71.23% ; MEM: 8704.76 MB
iteration: 1430 ; CPU: 71.27% ; MEM: 8704.76 MB
iteration: 1431 ; CPU: 71.31% ; MEM: 8704.76 MB
iteration: 1432 ; CPU: 71.38% ; MEM: 8704.76 MB
iteration: 1433 ; CPU: 71.16% ; MEM: 8704.76 MB
iteration: 1434 ; CPU: 71.20% ; MEM: 8704.76 MB
iteration: 1435 ; CPU: 71.23% ; MEM: 8704.76 MB
iteration: 1436 ; CPU: 71.28% ; MEM: 8704.76 MB
iteration: 1437 ; CPU: 71.34% ; MEM: 8704.76 MB
iteration: 1438 ; CPU: 71.39% ; MEM: 8704.78 MB
iteration: 1439 ; CPU: 71.16% ; MEM: 8704.78 MB
iteration: 1440 ; CPU: 71.20% ; MEM: 8704.78 MB
iteration: 1441 ; CPU: 71.25% ; MEM: 8704.78 MB
iteration: 1442 ; CPU: 71.28% ; MEM: 8704.92 MB
iteration: 1443 ; CPU: 71.35% ; MEM: 8704.92 MB
iteration: 1444 ; CPU: 71.39% ; MEM: 8704.92 MB
iteration: 1445 ; CPU: 71.16% ; MEM: 8704.92 MB
iteration: 1446 ; CPU: 71.20% ; MEM: 8704.92 MB
iteration: 1447 ; CPU: 71.23% ; MEM: 8704.92 MB
iteration: 1448 ; CPU: 71.27% ; MEM: 8704.92 MB
iteration: 1449 ; CPU: 71.34% ; MEM: 8704.92 MB
iteration: 1450 ; CPU: 71.38% ; MEM: 8704.92 MB
iteration: 1451 ; CPU: 71.15% ; MEM: 8704.91 MB
iteration: 1452 ; CPU: 71.20% ; MEM: 8704.91 MB
iteration: 1453 ; CPU: 71.24% ; MEM: 8704.91 MB
iteration: 1454 ; CPU: 71.28% ; MEM: 8704.91 MB
iteration: 1455 ; CPU: 71.35% ; MEM: 8704.91 MB
iteration: 1456 ; CPU: 71.13% ; MEM: 8704.91 MB
iteration: 1457 ; CPU: 71.16% ; MEM: 8704.93 MB
iteration: 1458 ; CPU: 71.20% ; MEM: 8704.93 MB
iteration: 1459 ; CPU: 71.23% ; MEM: 8704.93 MB
iteration: 1460 ; CPU: 71.30% ; MEM: 8704.91 MB
iteration: 1461 ; CPU: 71.34% ; MEM: 8704.91 MB
iteration: 1462 ; CPU: 71.12% ; MEM: 8704.91 MB
iteration: 1463 ; CPU: 71.15% ; MEM: 8704.91 MB
iteration: 1464 ; CPU: 71.19% ; MEM: 8704.91 MB
iteration: 1465 ; CPU: 71.23% ; MEM: 8704.91 MB
iteration: 1466 ; CPU: 71.30% ; MEM: 8704.94 MB
iteration: 1467 ; CPU: 71.35% ; MEM: 8704.94 MB
iteration: 1468 ; CPU: 71.12% ; MEM: 8704.94 MB
iteration: 1469 ; CPU: 71.16% ; MEM: 8704.94 MB
iteration: 1470 ; CPU: 71.18% ; MEM: 8704.95 MB
iteration: 1471 ; CPU: 71.26% ; MEM: 8704.95 MB
iteration: 1472 ; CPU: 71.30% ; MEM: 8704.95 MB
iteration: 1473 ; CPU: 71.34% ; MEM: 8704.95 MB
iteration: 1474 ; CPU: 71.12% ; MEM: 8704.95 MB
iteration: 1475 ; CPU: 71.15% ; MEM: 8704.95 MB
iteration: 1476 ; CPU: 71.18% ; MEM: 8704.95 MB
iteration: 1477 ; CPU: 71.25% ; MEM: 8704.95 MB
iteration: 1478 ; CPU: 71.29% ; MEM: 8704.95 MB
iteration: 1479 ; CPU: 71.08% ; MEM: 8704.95 MB
iteration: 1480 ; CPU: 71.12% ; MEM: 8704.95 MB
iteration: 1481 ; CPU: 71.15% ; MEM: 8704.95 MB
iteration: 1482 ; CPU: 71.20% ; MEM: 8704.95 MB
iteration: 1483 ; CPU: 71.26% ; MEM: 8704.95 MB
iteration: 1484 ; CPU: 71.30% ; MEM: 8704.95 MB
iteration: 1485 ; CPU: 71.06% ; MEM: 8704.95 MB
iteration: 1486 ; CPU: 71.10% ; MEM: 8704.95 MB
iteration: 1487 ; CPU: 71.14% ; MEM: 8704.95 MB
iteration: 1488 ; CPU: 71.21% ; MEM: 8704.95 MB
iteration: 1489 ; CPU: 71.25% ; MEM: 8704.95 MB
iteration: 1490 ; CPU: 71.28% ; MEM: 8704.96 MB
iteration: 1491 ; CPU: 71.06% ; MEM: 8704.96 MB
iteration: 1492 ; CPU: 71.08% ; MEM: 8704.96 MB
iteration: 1493 ; CPU: 71.13% ; MEM: 8705.09 MB
iteration: 1494 ; CPU: 71.19% ; MEM: 8705.10 MB
iteration: 1495 ; CPU: 71.23% ; MEM: 8705.10 MB
iteration: 1496 ; CPU: 71.26% ; MEM: 8705.10 MB
iteration: 1497 ; CPU: 71.05% ; MEM: 8705.10 MB
iteration: 1498 ; CPU: 71.07% ; MEM: 8705.10 MB
iteration: 1499 ; CPU: 71.10% ; MEM: 8705.08 MB
iteration: 1500 ; CPU: 71.18% ; MEM: 8705.08 MB
iteration: 1501 ; CPU: 71.21% ; MEM: 8705.08 MB
iteration: 1502 ; CPU: 71.01% ; MEM: 8705.08 MB
iteration: 1503 ; CPU: 71.04% ; MEM: 8705.08 MB
iteration: 1504 ; CPU: 71.06% ; MEM: 8705.08 MB
iteration: 1505 ; CPU: 71.13% ; MEM: 8705.08 MB
iteration: 1506 ; CPU: 71.16% ; MEM: 8705.09 MB
iteration: 1507 ; CPU: 71.20% ; MEM: 8705.09 MB
iteration: 1508 ; CPU: 71.00% ; MEM: 8705.09 MB
iteration: 1509 ; CPU: 71.02% ; MEM: 8705.09 MB
iteration: 1510 ; CPU: 71.06% ; MEM: 8705.09 MB
iteration: 1511 ; CPU: 71.12% ; MEM: 8705.08 MB
iteration: 1512 ; CPU: 71.16% ; MEM: 8705.08 MB
iteration: 1513 ; CPU: 71.19% ; MEM: 8705.08 MB
iteration: 1514 ; CPU: 70.98% ; MEM: 8705.30 MB
iteration: 1515 ; CPU: 71.01% ; MEM: 8705.30 MB
iteration: 1516 ; CPU: 71.04% ; MEM: 8705.30 MB
iteration: 1517 ; CPU: 71.11% ; MEM: 8705.30 MB
iteration: 1518 ; CPU: 71.15% ; MEM: 8705.30 MB
iteration: 1519 ; CPU: 71.19% ; MEM: 8705.30 MB
iteration: 1520 ; CPU: 70.97% ; MEM: 8705.30 MB
iteration: 1521 ; CPU: 71.00% ; MEM: 8705.29 MB
iteration: 1522 ; CPU: 71.07% ; MEM: 8705.29 MB
iteration: 1523 ; CPU: 71.10% ; MEM: 8705.29 MB
iteration: 1524 ; CPU: 71.14% ; MEM: 8705.29 MB
iteration: 1525 ; CPU: 71.17% ; MEM: 8705.40 MB
iteration: 1526 ; CPU: 70.96% ; MEM: 8705.40 MB
iteration: 1527 ; CPU: 71.01% ; MEM: 8705.40 MB
iteration: 1528 ; CPU: 71.06% ; MEM: 8705.40 MB
iteration: 1529 ; CPU: 71.10% ; MEM: 8705.40 MB
iteration: 1530 ; CPU: 71.13% ; MEM: 8705.40 MB
iteration: 1531 ; CPU: 70.93% ; MEM: 8705.40 MB
iteration: 1532 ; CPU: 70.95% ; MEM: 8705.40 MB
iteration: 1533 ; CPU: 71.02% ; MEM: 8705.40 MB
iteration: 1534 ; CPU: 71.06% ; MEM: 8705.40 MB
iteration: 1535 ; CPU: 71.09% ; MEM: 8705.40 MB
iteration: 1536 ; CPU: 71.13% ; MEM: 8705.40 MB
iteration: 1537 ; CPU: 70.91% ; MEM: 8705.40 MB
iteration: 1538 ; CPU: 70.93% ; MEM: 8705.50 MB
iteration: 1539 ; CPU: 71.01% ; MEM: 8705.50 MB
iteration: 1540 ; CPU: 71.03% ; MEM: 8705.50 MB
iteration: 1541 ; CPU: 71.08% ; MEM: 8705.95 MB
iteration: 1542 ; CPU: 71.10% ; MEM: 8705.95 MB
iteration: 1543 ; CPU: 70.90% ; MEM: 8705.95 MB
iteration: 1544 ; CPU: 70.96% ; MEM: 8705.95 MB
iteration: 1545 ; CPU: 70.99% ; MEM: 8705.95 MB
iteration: 1546 ; CPU: 71.04% ; MEM: 8705.95 MB
iteration: 1547 ; CPU: 71.06% ; MEM: 8705.96 MB
iteration: 1548 ; CPU: 71.11% ; MEM: 8705.96 MB
iteration: 1549 ; CPU: 70.88% ; MEM: 8705.96 MB
iteration: 1550 ; CPU: 70.95% ; MEM: 8705.96 MB
iteration: 1551 ; CPU: 70.99% ; MEM: 8705.94 MB
iteration: 1552 ; CPU: 71.02% ; MEM: 8705.94 MB
iteration: 1553 ; CPU: 71.05% ; MEM: 8705.94 MB
iteration: 1554 ; CPU: 70.85% ; MEM: 8705.94 MB
iteration: 1555 ; CPU: 70.89% ; MEM: 8705.94 MB
iteration: 1556 ; CPU: 70.95% ; MEM: 8705.94 MB
iteration: 1557 ; CPU: 70.98% ; MEM: 8705.94 MB
iteration: 1558 ; CPU: 71.02% ; MEM: 8705.94 MB
iteration: 1559 ; CPU: 71.04% ; MEM: 8705.94 MB
iteration: 1560 ; CPU: 70.84% ; MEM: 8705.94 MB
iteration: 1561 ; CPU: 70.90% ; MEM: 8705.94 MB
iteration: 1562 ; CPU: 70.94% ; MEM: 8705.94 MB
iteration: 1563 ; CPU: 70.97% ; MEM: 8705.94 MB
iteration: 1564 ; CPU: 71.01% ; MEM: 8706.12 MB
iteration: 1565 ; CPU: 71.05% ; MEM: 8706.12 MB
iteration: 1566 ; CPU: 70.84% ; MEM: 8706.12 MB
iteration: 1567 ; CPU: 70.89% ; MEM: 8706.12 MB
iteration: 1568 ; CPU: 70.93% ; MEM: 8706.12 MB
iteration: 1569 ; CPU: 70.98% ; MEM: 8706.12 MB
iteration: 1570 ; CPU: 71.00% ; MEM: 8706.12 MB
iteration: 1571 ; CPU: 70.79% ; MEM: 8706.12 MB
iteration: 1572 ; CPU: 70.85% ; MEM: 8706.12 MB
iteration: 1573 ; CPU: 70.89% ; MEM: 8706.12 MB
iteration: 1574 ; CPU: 70.93% ; MEM: 8706.12 MB
iteration: 1575 ; CPU: 70.97% ; MEM: 8706.12 MB
iteration: 1576 ; CPU: 71.00% ; MEM: 8706.12 MB
iteration: 1577 ; CPU: 70.82% ; MEM: 8706.12 MB
iteration: 1578 ; CPU: 70.86% ; MEM: 8706.12 MB
iteration: 1579 ; CPU: 70.90% ; MEM: 8706.12 MB
iteration: 1580 ; CPU: 70.94% ; MEM: 8706.12 MB
iteration: 1581 ; CPU: 70.97% ; MEM: 8706.12 MB
iteration: 1582 ; CPU: 71.00% ; MEM: 8706.12 MB
iteration: 1583 ; CPU: 70.83% ; MEM: 8706.14 MB
iteration: 1584 ; CPU: 70.86% ; MEM: 8706.14 MB
iteration: 1585 ; CPU: 70.91% ; MEM: 8706.14 MB
iteration: 1586 ; CPU: 70.94% ; MEM: 8706.14 MB
iteration: 1587 ; CPU: 70.98% ; MEM: 8706.14 MB
iteration: 1588 ; CPU: 70.80% ; MEM: 8706.14 MB
iteration: 1589 ; CPU: 70.84% ; MEM: 8706.25 MB
iteration: 1590 ; CPU: 70.87% ; MEM: 8706.25 MB
iteration: 1591 ; CPU: 70.91% ; MEM: 8706.25 MB
iteration: 1592 ; CPU: 70.93% ; MEM: 8706.25 MB
iteration: 1593 ; CPU: 70.98% ; MEM: 8706.25 MB
iteration: 1594 ; CPU: 70.80% ; MEM: 8706.25 MB
iteration: 1595 ; CPU: 70.85% ; MEM: 8706.24 MB
iteration: 1596 ; CPU: 70.88% ; MEM: 8706.24 MB
iteration: 1597 ; CPU: 70.93% ; MEM: 8706.24 MB
iteration: 1598 ; CPU: 70.99% ; MEM: 8706.24 MB
iteration: 1599 ; CPU: 70.79% ; MEM: 8706.24 MB
iteration: 1600 ; CPU: 70.82% ; MEM: 8706.24 MB
iteration: 1601 ; CPU: 70.85% ; MEM: 8706.24 MB
iteration: 1602 ; CPU: 70.89% ; MEM: 8706.24 MB
iteration: 1603 ; CPU: 70.95% ; MEM: 8706.24 MB
iteration: 1604 ; CPU: 71.00% ; MEM: 8706.24 MB
iteration: 1605 ; CPU: 70.80% ; MEM: 8706.24 MB
iteration: 1606 ; CPU: 70.82% ; MEM: 8706.24 MB
iteration: 1607 ; CPU: 70.86% ; MEM: 8706.24 MB
iteration: 1608 ; CPU: 70.94% ; MEM: 8706.24 MB
iteration: 1609 ; CPU: 70.95% ; MEM: 8706.24 MB
iteration: 1610 ; CPU: 70.76% ; MEM: 8706.24 MB
iteration: 1611 ; CPU: 70.79% ; MEM: 8706.24 MB
iteration: 1612 ; CPU: 70.83% ; MEM: 8706.24 MB
iteration: 1613 ; CPU: 70.85% ; MEM: 8706.24 MB
iteration: 1614 ; CPU: 70.93% ; MEM: 8706.24 MB
iteration: 1615 ; CPU: 70.97% ; MEM: 8706.24 MB
iteration: 1616 ; CPU: 70.77% ; MEM: 8706.24 MB
iteration: 1617 ; CPU: 70.80% ; MEM: 8706.24 MB
iteration: 1618 ; CPU: 70.84% ; MEM: 8706.24 MB
iteration: 1619 ; CPU: 70.90% ; MEM: 8706.24 MB
iteration: 1620 ; CPU: 70.95% ; MEM: 8706.24 MB
iteration: 1621 ; CPU: 70.75% ; MEM: 8706.24 MB
iteration: 1622 ; CPU: 70.79% ; MEM: 8706.24 MB
iteration: 1623 ; CPU: 70.82% ; MEM: 8706.24 MB
iteration: 1624 ; CPU: 70.88% ; MEM: 8706.24 MB
iteration: 1625 ; CPU: 70.92% ; MEM: 8706.24 MB
iteration: 1626 ; CPU: 70.96% ; MEM: 8706.24 MB
iteration: 1627 ; CPU: 70.75% ; MEM: 8706.27 MB
iteration: 1628 ; CPU: 70.79% ; MEM: 8706.27 MB
iteration: 1629 ; CPU: 70.86% ; MEM: 8706.27 MB
iteration: 1630 ; CPU: 70.89% ; MEM: 8706.27 MB
iteration: 1631 ; CPU: 70.93% ; MEM: 8706.25 MB
iteration: 1632 ; CPU: 70.72% ; MEM: 8706.25 MB
iteration: 1633 ; CPU: 70.76% ; MEM: 8706.25 MB
iteration: 1634 ; CPU: 70.82% ; MEM: 8706.25 MB
iteration: 1635 ; CPU: 70.86% ; MEM: 8706.25 MB
iteration: 1636 ; CPU: 70.90% ; MEM: 8706.25 MB
iteration: 1637 ; CPU: 70.70% ; MEM: 8706.25 MB
iteration: 1638 ; CPU: 70.72% ; MEM: 8706.25 MB
iteration: 1639 ; CPU: 70.80% ; MEM: 8706.25 MB
iteration: 1640 ; CPU: 70.83% ; MEM: 8706.25 MB
iteration: 1641 ; CPU: 70.87% ; MEM: 8706.25 MB
iteration: 1642 ; CPU: 70.89% ; MEM: 8706.25 MB
iteration: 1643 ; CPU: 70.70% ; MEM: 8706.25 MB
iteration: 1644 ; CPU: 70.75% ; MEM: 8706.25 MB
iteration: 1645 ; CPU: 70.80% ; MEM: 8706.25 MB
iteration: 1646 ; CPU: 70.83% ; MEM: 8706.25 MB
iteration: 1647 ; CPU: 70.86% ; MEM: 8706.25 MB
iteration: 1648 ; CPU: 70.95% ; MEM: 8706.48 MB
iteration: 1649 ; CPU: 70.73% ; MEM: 8706.48 MB
iteration: 1650 ; CPU: 70.77% ; MEM: 8706.48 MB
iteration: 1651 ; CPU: 70.79% ; MEM: 8706.48 MB
iteration: 1652 ; CPU: 70.84% ; MEM: 8706.48 MB
iteration: 1653 ; CPU: 70.90% ; MEM: 8706.48 MB
iteration: 1654 ; CPU: 70.70% ; MEM: 8706.48 MB
iteration: 1655 ; CPU: 70.72% ; MEM: 8706.69 MB
iteration: 1656 ; CPU: 70.77% ; MEM: 8706.69 MB
iteration: 1657 ; CPU: 70.81% ; MEM: 8706.69 MB
iteration: 1658 ; CPU: 70.83% ; MEM: 8706.69 MB
iteration: 1659 ; CPU: 70.91% ; MEM: 8706.74 MB
iteration: 1660 ; CPU: 70.70% ; MEM: 8706.74 MB
iteration: 1661 ; CPU: 70.74% ; MEM: 8706.74 MB
iteration: 1662 ; CPU: 70.77% ; MEM: 8706.74 MB
iteration: 1663 ; CPU: 70.80% ; MEM: 8706.74 MB
iteration: 1664 ; CPU: 70.87% ; MEM: 8706.74 MB
iteration: 1665 ; CPU: 70.67% ; MEM: 8706.74 MB
iteration: 1666 ; CPU: 70.70% ; MEM: 8706.99 MB
iteration: 1667 ; CPU: 70.74% ; MEM: 8707.25 MB
iteration: 1668 ; CPU: 70.77% ; MEM: 8707.25 MB
iteration: 1669 ; CPU: 70.80% ; MEM: 8707.25 MB
iteration: 1670 ; CPU: 70.92% ; MEM: 8707.25 MB
iteration: 1671 ; CPU: 70.67% ; MEM: 8707.25 MB
iteration: 1672 ; CPU: 70.71% ; MEM: 8707.25 MB
iteration: 1673 ; CPU: 70.74% ; MEM: 8707.25 MB
iteration: 1674 ; CPU: 70.78% ; MEM: 8707.25 MB
iteration: 1675 ; CPU: 70.87% ; MEM: 8707.25 MB
iteration: 1676 ; CPU: 70.65% ; MEM: 8707.25 MB
iteration: 1677 ; CPU: 70.68% ; MEM: 8707.25 MB
iteration: 1678 ; CPU: 70.71% ; MEM: 8707.25 MB
iteration: 1679 ; CPU: 70.75% ; MEM: 8707.25 MB
iteration: 1680 ; CPU: 70.81% ; MEM: 8707.25 MB
iteration: 1681 ; CPU: 70.89% ; MEM: 8707.26 MB
iteration: 1682 ; CPU: 70.65% ; MEM: 8707.28 MB
iteration: 1683 ; CPU: 70.69% ; MEM: 8707.28 MB
iteration: 1684 ; CPU: 70.71% ; MEM: 8707.28 MB
iteration: 1685 ; CPU: 70.74% ; MEM: 8707.29 MB
iteration: 1686 ; CPU: 70.85% ; MEM: 8707.30 MB
iteration: 1687 ; CPU: 70.88% ; MEM: 8707.29 MB
iteration: 1688 ; CPU: 70.65% ; MEM: 8707.29 MB
iteration: 1689 ; CPU: 70.68% ; MEM: 8707.29 MB
iteration: 1690 ; CPU: 70.71% ; MEM: 8707.29 MB
iteration: 1691 ; CPU: 70.77% ; MEM: 8707.29 MB
iteration: 1692 ; CPU: 70.85% ; MEM: 8707.29 MB
iteration: 1693 ; CPU: 70.62% ; MEM: 8707.29 MB
iteration: 1694 ; CPU: 70.66% ; MEM: 8707.29 MB
iteration: 1695 ; CPU: 70.69% ; MEM: 8707.29 MB
iteration: 1696 ; CPU: 70.71% ; MEM: 8707.29 MB
iteration: 1697 ; CPU: 70.82% ; MEM: 8707.29 MB
